Date,65歲後基金_Price,大中華股票基金_Price,中港動態資產配置基金_Price,中港基金_Price,日本股票基金_Price,北美股票基金_Price,全球基金_Price,均衡組合_Price,亞洲股票基金_Price,亞洲債券基金_Price,亞歐基金_Price,美洲基金_Price,香港股票基金_Price,核心累積基金_Price,基金經理精選退休基金_Price,強積金保守基金_Price,富達增長基金_Price,富達穩定資本基金_Price,富達穩定增長基金_Price,綠色退休基金_Price,增長組合_Price,歐洲股票基金_Price,環球債券基金_Price,穩定資本組合_Price
29/5/2018,1.0284,233.16,111.23,181.68,191,230.28,136.34,213.2,247.86,107.24,170.21,192.01,365.85,1.0871,184.23,111.74,149.06,120.32,136.12,167.06,259.98,230.24,118.13,189.08
30/5/2018,1.0286,229.87,110.91,178.8,188.09,233.43,138.11,212.54,245.25,107.42,171.61,194.38,361,1.0903,183.51,111.74,148.53,120.05,135.75,168.54,258.95,232.02,118,188.72
31/5/2018,1.0305,233.7,111.31,181.93,190.44,231.46,137.26,213.43,247.32,107.61,171.45,193.16,367.55,1.0901,184.53,111.75,149.73,120.58,136.57,167.88,260.5,232.25,118.47,189.29
1/6/2018,1.0301,233.84,111.26,182.09,189.13,234.2,138.36,213.76,247.85,107.51,172.56,194.83,367.05,1.0941,185.16,111.75,149.98,120.48,136.56,169.18,261.44,234.19,118.08,189.38
2/6/2018,1.0301,233.84,111.26,182.09,189.13,234.2,138.36,213.76,247.85,107.51,172.56,194.83,367.05,1.0941,185.16,111.75,149.98,120.48,136.56,169.18,261.44,234.19,118.08,189.38
3/6/2018,1.0301,233.84,111.26,182.09,189.13,234.2,138.36,213.76,247.85,107.51,172.56,194.83,367.05,1.0941,185.16,111.75,149.98,120.48,136.56,169.18,261.44,234.19,118.08,189.38
4/6/2018,1.0311,237.97,111.59,184.81,191.65,235.35,139.24,214.97,251.13,107.51,173.52,196.17,373.19,1.0982,186.84,111.75,151.59,121,137.46,170.18,264.02,235.44,118.1,190
5/6/2018,1.0305,238.6,111.59,185.4,191.59,235.63,138.41,214.96,250.43,107.51,173.43,195.16,374.53,1.0973,186.86,111.75,151.84,120.99,137.45,169.99,264.03,234.2,118.1,189.99
6/6/2018,1.0281,240.27,111.73,186.38,190.18,237.75,139.28,215.56,252.77,107.6,174.88,196.36,376.26,1.1003,187.79,111.75,152.52,121.07,137.81,171.66,265.53,236.86,118.03,190.25
7/6/2018,1.0285,241.93,111.9,188.04,191.83,237.2,138.1,216.03,253.84,107.41,174.37,195.03,379.18,1.1008,188.5,111.75,153.03,121.34,138.08,171.74,266.63,237.66,118.11,190.52
8/6/2018,1.028,237.92,111.44,184.48,192.41,238.02,139.1,215.01,250.76,107.22,173.81,196.52,372.97,1.0998,187.17,111.75,151.91,120.88,137.44,171.73,264.65,235.54,118,189.96
9/6/2018,1.028,237.92,111.44,184.48,192.41,238.02,139.1,215.01,250.76,107.22,173.81,196.52,372.97,1.0998,187.17,111.75,151.91,120.88,137.44,171.73,264.65,235.54,118,189.96
10/6/2018,1.028,237.92,111.44,184.48,192.41,238.02,139.1,215.01,250.76,107.22,173.81,196.52,372.97,1.0998,187.17,111.75,151.91,120.88,137.44,171.73,264.65,235.54,118,189.96
11/6/2018,1.029,238.45,111.52,185.45,192.25,238.52,139.28,215.44,251.86,107.31,174.92,196.49,374.18,1.102,187.83,111.75,152.31,121.04,137.69,172.46,265.61,237.86,118,190.21
12/6/2018,1.0293,239.24,111.57,185.67,191.91,238.8,139.24,215.4,251.64,107.22,174.11,196.9,375.75,1.1024,187.89,111.75,152.48,121.04,137.78,172.73,265.73,236.6,117.82,190.14
13/6/2018,1.0294,237.55,111.28,183.45,192.14,238,138.85,214.95,250.5,107.21,173.85,196.05,371.62,1.1014,187.21,111.75,151.87,120.86,137.41,172.35,264.69,237.28,117.84,189.92
14/6/2018,1.0317,235.06,111.12,182.01,190.15,238.68,138.51,214.34,247.31,107.03,173.24,195.87,368.51,1.1023,186.43,111.75,151.09,120.67,137.04,172.43,263.54,237.25,117.66,189.62
15/6/2018,1.0318,234.41,110.95,180.82,190.43,238.66,138.18,213.67,246.08,106.66,172.32,195.63,367.07,1.1,185.52,111.75,150.23,120.4,136.57,171.87,262.27,233.7,117.66,189.29
16/6/2018,1.0318,234.41,110.95,180.82,190.43,238.66,138.18,213.67,246.08,106.66,172.32,195.63,367.07,1.1,185.52,111.75,150.23,120.4,136.57,171.87,262.27,233.7,117.66,189.29
17/6/2018,1.0318,234.41,110.95,180.82,190.43,238.66,138.18,213.67,246.08,106.66,172.32,195.63,367.07,1.1,185.52,111.75,150.23,120.4,136.57,171.87,262.27,233.7,117.66,189.29
18/6/2018,1.0318,234.41,110.95,180.82,190.43,238.66,138.18,213.67,246.08,106.66,172.32,195.63,367.07,1.1,185.52,111.75,150.23,120.4,136.57,171.87,262.27,233.7,117.66,189.29
19/6/2018,1.031,227.5,110.06,176.17,186.93,236.47,136.76,211.14,240.61,106.37,168.46,194.59,356.18,1.0927,181.99,111.75,147.37,119.67,135.09,169.99,257.19,229.39,117.54,187.91
20/6/2018,1.0307,228.69,110.15,177.34,186.94,236.85,137.07,211.56,243.08,106.28,168.83,195.11,358.06,1.0941,182.66,111.75,148.13,119.75,135.45,170.35,258.24,229.77,117.46,188.08
21/6/2018,1.0294,226.84,109.71,174.57,187.1,235.24,135.78,210.59,242.89,105.91,167.26,193.28,354.41,1.0899,181.33,111.75,147.18,119.57,134.99,169.79,256.4,227.76,117.66,187.58
22/6/2018,1.0299,226.91,109.79,174.96,186.82,234.91,136.58,211.04,243.81,106.09,168.74,193.92,354.63,1.0927,181.87,111.75,147.86,119.83,135.35,170.34,257.15,230.92,117.76,187.85
23/6/2018,1.0299,226.91,109.79,174.96,186.82,234.91,136.58,211.04,243.81,106.09,168.74,193.92,354.63,1.0927,181.87,111.75,147.86,119.83,135.35,170.34,257.15,230.92,117.76,187.85
24/6/2018,1.0299,226.91,109.79,174.96,186.82,234.91,136.58,211.04,243.81,106.09,168.74,193.92,354.63,1.0927,181.87,111.75,147.86,119.83,135.35,170.34,257.15,230.92,117.76,187.85
25/6/2018,1.0275,223.84,109.4,172.92,185.01,231.25,135.07,209.45,241.63,106.09,166.52,191.78,349.68,1.0841,179.48,111.75,145.87,119.28,134.42,168.46,253.79,226.86,117.99,187.04
26/6/2018,1.0271,222.48,109.32,172.16,184.53,231.47,135.26,209.09,240.61,106.08,166.63,192,348.08,1.0843,179.05,111.75,145.6,119.19,134.23,168.45,253.16,227,117.77,186.81
27/6/2018,1.028,218.7,108.78,168.85,183.39,228.92,133.74,207.95,239.85,105.99,164.75,189.89,341.4,1.0811,177.48,111.75,144.31,118.83,133.59,167.33,250.87,227.18,117.54,186.17
28/6/2018,1.0281,218.93,108.82,169.67,183.33,229.84,134.87,207.58,237.16,105.89,165.41,191.63,342.57,1.0815,177.12,111.75,144.22,118.73,133.49,167.42,250.32,224.79,117.31,185.92
29/6/2018,1.0304,223.48,109.34,172.16,182.88,229.73,135.32,209.1,239.75,105.98,166.66,191.99,348.89,1.0859,178.91,111.84,145.67,119.35,134.4,168.15,252.9,228.96,117.75,186.77
30/6/2018,1.0304,223.48,109.34,172.16,182.88,229.73,135.32,209.1,239.75,105.98,166.66,191.99,348.89,1.0859,178.91,111.84,145.67,119.35,134.4,168.15,252.9,228.96,117.75,186.77
1/7/2018,1.0304,223.48,109.34,172.16,182.88,229.73,135.32,209.1,239.75,105.98,166.66,191.99,348.89,1.0859,178.91,111.84,145.67,119.35,134.4,168.15,252.9,228.96,117.75,186.77
2/7/2018,1.0304,223.48,109.34,172.16,182.88,229.73,135.32,209.1,239.75,105.98,166.66,191.99,348.89,1.0859,178.91,111.84,145.67,119.35,134.4,168.15,252.9,228.96,117.75,186.77
3/7/2018,1.0307,219.84,108.84,170.02,179.99,229.12,135.29,207.89,236.65,105.98,165.42,192.23,343.29,1.0837,177.17,111.84,144.27,119.06,133.74,167.1,250.34,227.84,117.8,186.13
4/7/2018,1.0301,217.91,108.65,168,179.44,229.04,135.24,207.34,236.96,106.16,164.94,192.15,339.17,1.083,176.43,111.84,143.49,118.79,133.28,167.1,249.23,227.39,117.75,185.85
5/7/2018,1.0317,217.58,108.62,168.19,177.95,231.06,136.51,207.77,237.22,106.16,166.34,193.89,339.31,1.0871,176.89,111.84,143.66,118.96,133.45,168.39,249.9,229.99,118.07,186.18
6/7/2018,1.0336,218.77,108.82,168.65,180.08,233.34,137.74,208.71,239.04,106.43,167.17,195.78,341.12,1.0923,178.04,111.84,144.59,119.31,134.09,169.87,251.56,231.39,118.48,186.84
7/7/2018,1.0336,218.77,108.82,168.65,180.08,233.34,137.74,208.71,239.04,106.43,167.17,195.78,341.12,1.0923,178.04,111.84,144.59,119.31,134.09,169.87,251.56,231.39,118.48,186.84
8/7/2018,1.0336,218.77,108.82,168.65,180.08,233.34,137.74,208.71,239.04,106.43,167.17,195.78,341.12,1.0923,178.04,111.84,144.59,119.31,134.09,169.87,251.56,231.39,118.48,186.84
9/7/2018,1.0349,222.9,109.33,171.86,182.13,235.83,138.98,210.21,242.56,106.61,169.09,197.54,347.01,1.0982,180.15,111.84,146.38,119.82,134.98,170.96,254.63,233.18,118.42,187.62
10/7/2018,1.0345,222.72,109.29,171.76,182.2,236.53,139.36,210.15,243.31,106.42,168.98,198.31,346.76,1.0991,180.19,111.84,146.45,119.73,134.89,171.42,254.68,233.41,118.2,187.53
11/7/2018,1.0333,220.16,108.91,169.43,180.26,234.75,137.55,208.85,241.04,106.33,166.29,196.3,342.7,1.0937,178.38,111.84,144.99,119.28,134.15,169.74,252.12,230.49,118.25,186.84
12/7/2018,1.0348,221.67,109.07,170.67,179.08,237.02,138.84,209.28,241.91,106.14,167.52,198.17,345.22,1.0979,179.09,111.84,145.67,119.45,134.51,170.66,253.13,231.49,118.02,187.01
13/7/2018,1.0361,222.69,109.11,170.83,181.71,237.62,139.21,209.85,243.85,106.14,167.99,198.57,345.99,1.0998,179.79,111.84,146.43,119.71,134.87,171.02,254.1,231.62,118.13,187.37
14/7/2018,1.0361,222.69,109.11,170.83,181.71,237.62,139.21,209.85,243.85,106.14,167.99,198.57,345.99,1.0998,179.79,111.84,146.43,119.71,134.87,171.02,254.1,231.62,118.13,187.37
15/7/2018,1.0361,222.69,109.11,170.83,181.71,237.62,139.21,209.85,243.85,106.14,167.99,198.57,345.99,1.0998,179.79,111.84,146.43,119.71,134.87,171.02,254.1,231.62,118.13,187.37
16/7/2018,1.035,222.42,109.1,170.66,181.67,237.04,139.14,209.66,241.91,106.14,167.92,198.47,345.63,1.0986,179.54,111.84,146.24,119.61,134.85,170.72,253.73,231.72,118.17,187.27
17/7/2018,1.0363,220.34,108.79,168.98,182.39,238.32,139.93,209.43,241.04,106.13,167.78,199.72,342.05,1.1007,179.31,111.84,145.8,119.51,134.57,170.99,253.31,232.06,117.99,187.16
18/7/2018,1.0364,220.49,108.54,168.19,182.97,239.06,140.01,209.44,241.41,106.04,167.62,199.95,341.64,1.1018,179.43,111.84,145.8,119.42,134.47,171.17,253.44,232.27,117.83,187.13
19/7/2018,1.0366,219.84,108.51,167.63,183.45,237.61,139.32,209.04,241.63,105.76,167.23,198.85,340.28,1.0997,178.86,111.84,145.28,119.24,134.2,170.61,252.69,231.4,117.77,186.9
20/7/2018,1.0352,221.74,108.79,169.24,184.75,237.21,140.11,209.61,243.85,106.13,168.15,199.62,342.16,1.1006,179.62,111.84,145.87,119.5,134.55,170.51,253.76,232.25,117.99,187.25
21/7/2018,1.0352,221.74,108.79,169.24,184.75,237.21,140.11,209.61,243.85,106.13,168.15,199.62,342.16,1.1006,179.62,111.84,145.87,119.5,134.55,170.51,253.76,232.25,117.99,187.25
22/7/2018,1.0352,221.74,108.79,169.24,184.75,237.21,140.11,209.61,243.85,106.13,168.15,199.62,342.16,1.1006,179.62,111.84,145.87,119.5,134.55,170.51,253.76,232.25,117.99,187.25
23/7/2018,1.0326,221.95,108.9,169.71,184.86,237.56,140.11,209.37,242.96,106.03,168.18,199.73,342.35,1.0992,179.59,111.84,145.5,119.13,134.17,170.4,253.71,231.54,117.63,186.99
24/7/2018,1.0342,224.57,109.27,172.23,186.05,238.72,141.28,210.52,244.44,105.85,169.42,201.33,347.48,1.1035,181.09,111.84,147.04,119.65,134.99,171.13,255.9,234.32,117.83,187.63
25/7/2018,1.0358,226.16,109.54,173.93,187.1,241.16,142.83,211.15,245.4,106.12,170.78,203.64,350.39,1.107,181.98,111.84,147.89,119.82,135.44,172.14,257.14,232.79,117.83,187.99
26/7/2018,1.0348,225.35,109.41,172.61,187.98,239.53,142.01,211.09,246.32,106.12,169.9,202.54,348.47,1.1068,181.96,111.84,147.97,119.82,135.43,172.23,257.1,233.98,117.68,187.94
27/7/2018,1.0345,226.12,109.44,172.68,189.39,238.11,141.93,211.28,248.47,106.21,170.15,201.92,349.15,1.1057,182.22,111.84,147.96,119.81,135.43,171.57,257.5,234.46,117.68,188.04
28/7/2018,1.0345,226.12,109.44,172.68,189.39,238.11,141.93,211.28,248.47,106.21,170.15,201.92,349.15,1.1057,182.22,111.84,147.96,119.81,135.43,171.57,257.5,234.46,117.68,188.04
29/7/2018,1.0345,226.12,109.44,172.68,189.39,238.11,141.93,211.28,248.47,106.21,170.15,201.92,349.15,1.1057,182.22,111.84,147.96,119.81,135.43,171.57,257.5,234.46,117.68,188.04
30/7/2018,1.0325,225.53,109.35,172.47,188.3,236.03,141.6,210.71,247.39,106.2,170.06,201.11,347.83,1.1028,181.49,111.84,147.25,119.62,135.04,171,256.46,235.08,117.73,187.7
31/7/2018,1.0339,224.48,109.2,171.9,184.38,237.46,141.77,210.45,247.33,106.29,170.12,201.61,346,1.1041,181.04,111.89,146.73,119.43,134.77,171.27,255.83,235.59,117.79,187.6
1/8/2018,1.0311,223.35,109.05,170.32,185.66,237.45,141.16,209.91,247.38,106.11,169.08,200.96,343.68,1.1019,180.6,111.89,146.38,119.17,134.49,170.89,255.12,233.64,117.4,187.17
2/8/2018,1.0304,218.8,108.38,166.8,184.54,239.12,141.23,208.52,243.23,105.92,167.46,201.75,336.38,1.1,178.7,111.89,144.75,118.63,133.57,170.51,252.35,230.45,117.29,186.38
3/8/2018,1.0325,218.31,108.22,166.44,184.75,239.88,142.35,208.7,243.89,105.92,167.48,203.57,334.63,1.1032,178.81,111.89,144.74,118.71,133.66,171.43,252.44,231.6,117.51,186.56
4/8/2018,1.0325,218.31,108.22,166.44,184.75,239.88,142.35,208.7,243.89,105.92,167.48,203.57,334.63,1.1032,178.81,111.89,144.74,118.71,133.66,171.43,252.44,231.6,117.51,186.56
5/8/2018,1.0325,218.31,108.22,166.44,184.75,239.88,142.35,208.7,243.89,105.92,167.48,203.57,334.63,1.1032,178.81,111.89,144.74,118.71,133.66,171.43,252.44,231.6,117.51,186.56
6/8/2018,1.0336,218.51,108.38,167.35,183.03,240.77,142.2,208.74,244.7,106,167.15,203.83,335.05,1.1041,178.83,111.89,144.46,118.61,133.46,171.41,252.59,230.92,117.5,186.61
7/8/2018,1.034,220.98,108.82,169.71,184.13,241.37,142.62,209.8,245.29,106.28,168.67,204.15,340.66,1.1071,180.34,111.89,145.82,119.04,134.18,171.77,254.75,233,117.44,187.19
8/8/2018,1.0337,222.4,108.95,170.26,184.72,240.9,142.31,210.02,246.33,106.28,168.68,203.75,341.83,1.107,180.65,111.89,146.07,119.13,134.36,171.67,255.22,232.79,117.5,187.3
9/8/2018,1.0347,223.98,109.23,171.79,184.33,240.57,141.62,210.24,246,106.27,168.59,202.91,344.97,1.1073,180.92,111.89,146.58,119.3,134.62,171.3,255.68,232.48,117.5,187.41
10/8/2018,1.0344,222.38,108.96,170.21,181.84,238.81,139.3,208.86,242.43,106.18,165.57,200.37,342.58,1.1009,179.14,111.89,145.21,118.76,133.8,169.53,252.97,227.34,117.33,186.64
11/8/2018,1.0344,222.38,108.96,170.21,181.84,238.81,139.3,208.86,242.43,106.18,165.57,200.37,342.58,1.1009,179.14,111.89,145.21,118.76,133.8,169.53,252.97,227.34,117.33,186.64
12/8/2018,1.0344,222.38,108.96,170.21,181.84,238.81,139.3,208.86,242.43,106.18,165.57,200.37,342.58,1.1009,179.14,111.89,145.21,118.76,133.8,169.53,252.97,227.34,117.33,186.64
13/8/2018,1.0318,218.61,108.52,168.04,177.96,238.01,138.79,207.39,238.33,106.08,164.67,199.66,337.87,1.0957,177.36,111.89,143.65,118.21,132.96,168.4,250.17,226.66,117.15,185.77
14/8/2018,1.0324,216.92,108.29,167.25,180.31,239.67,139.8,207.12,239.83,106.08,164.46,201.47,334.85,1.0983,177.19,111.89,143.55,118.12,132.78,169.22,249.83,225.71,116.92,185.58
15/8/2018,1.031,213.02,107.69,164.27,179.62,237.76,137.87,205.55,239.81,105.8,161.97,199.1,328.54,1.0916,175.17,111.89,141.76,117.59,131.86,167.74,246.75,221.37,116.92,184.7
16/8/2018,1.0319,211.57,107.43,163.64,178.43,240.02,138.72,205.64,237.8,105.98,162.74,200.43,326.48,1.0953,175.27,111.89,141.75,117.67,131.86,169.02,246.75,223.94,117.08,184.78
17/8/2018,1.0326,211.96,107.54,163.93,179.8,240.91,139.13,206.09,238.41,106.07,163.56,200.87,327.09,1.0974,175.81,111.89,142.09,117.84,132.13,169.48,247.54,223.92,117.18,185.07
18/8/2018,1.0326,211.96,107.54,163.93,179.8,240.91,139.13,206.09,238.41,106.07,163.56,200.87,327.09,1.0974,175.81,111.89,142.09,117.84,132.13,169.48,247.54,223.92,117.18,185.07
19/8/2018,1.0326,211.96,107.54,163.93,179.8,240.91,139.13,206.09,238.41,106.07,163.56,200.87,327.09,1.0974,175.81,111.89,142.09,117.84,132.13,169.48,247.54,223.92,117.18,185.07
20/8/2018,1.035,214.24,107.99,166.12,179.08,241.48,139.42,207.04,240.01,106.25,164.73,201.12,331.07,1.1008,176.81,111.89,143.01,118.27,132.75,170.01,249.16,225.62,117.51,185.68
21/8/2018,1.0354,216.14,108.32,167.16,178.44,241.77,139.51,207.91,241.48,106.62,165.71,201.01,334.13,1.1032,177.83,111.89,143.77,118.52,133.2,170.56,250.78,228.21,117.68,186.21
22/8/2018,1.0357,217.33,108.5,168.21,180.37,241.61,140.11,208.59,241.09,106.62,166.4,201.61,336.25,1.1048,178.58,111.89,144.45,118.87,133.65,170.93,251.86,229.71,117.95,186.65
23/8/2018,1.0351,216.92,108.36,167.18,178.55,241.21,139,208.04,240.23,106.43,165.22,200.36,334.89,1.103,177.97,111.89,144.01,118.6,133.37,170.18,250.93,228.62,117.73,186.3
24/8/2018,1.0359,215.95,108.21,166.91,179.87,242.72,140.02,208.31,241.23,106.61,165.91,201.84,333.37,1.1062,178.31,111.89,144.26,118.77,133.54,171.19,251.35,229.69,117.89,186.48
25/8/2018,1.0359,215.95,108.21,166.91,179.87,242.72,140.02,208.31,241.23,106.61,165.91,201.84,333.37,1.1062,178.31,111.89,144.26,118.77,133.54,171.19,251.35,229.69,117.89,186.48
26/8/2018,1.0359,215.95,108.21,166.91,179.87,242.72,140.02,208.31,241.23,106.61,165.91,201.84,333.37,1.1062,178.31,111.89,144.26,118.77,133.54,171.19,251.35,229.69,117.89,186.48
27/8/2018,1.037,219.75,109.01,170.72,182.71,244.24,141.65,209.98,243.3,106.88,168.42,203.82,340.42,1.1119,180.4,111.89,146.12,119.29,134.53,172.46,254.64,231.56,117.88,187.42
28/8/2018,1.0359,220.85,109.05,171.31,182.76,244.39,141.19,210.13,245.32,106.79,168.43,203.24,341.28,1.1119,180.68,111.89,146.54,119.37,134.7,172.54,255.19,232.36,117.78,187.43
29/8/2018,1.0362,221.87,109.02,171.47,182.84,245.66,142.14,210.38,245.79,106.6,169.2,204.62,341.72,1.1139,181.09,111.89,146.79,119.36,134.79,172.9,255.9,232.47,117.6,187.5
30/8/2018,1.036,220.42,108.75,170.05,183.46,244.51,140.63,209.8,245.64,106.51,167.62,202.78,338.53,1.1113,180.35,111.89,146.1,119.27,134.42,172.25,254.66,231.29,117.7,187.2
31/8/2018,1.0357,217.86,108.53,168.33,183.68,244.92,140.7,209.14,243.68,106.42,166.17,203.37,335.43,1.1096,179.59,112.02,145.41,119,134.05,171.78,253.45,228.91,117.68,186.85
1/9/2018,1.0357,217.86,108.53,168.33,183.68,244.92,140.7,209.14,243.68,106.42,166.17,203.37,335.43,1.1096,179.59,112.02,145.41,119,134.05,171.78,253.45,228.91,117.68,186.85
2/9/2018,1.0357,217.86,108.53,168.33,183.68,244.92,140.7,209.14,243.68,106.42,166.17,203.37,335.43,1.1096,179.59,112.02,145.41,119,134.05,171.78,253.45,228.91,117.68,186.85
3/9/2018,1.0353,216.55,108.32,167.72,181.82,244.88,140.7,208.59,242.22,106.32,166.06,203.38,333.49,1.1084,178.96,112.02,144.79,118.89,133.76,171.57,252.39,229.27,117.57,186.5
4/9/2018,1.0339,218.45,108.49,169.27,181.59,244.72,139.15,208.31,241.25,106.04,165.3,201.58,336.39,1.1051,178.8,112.02,144.78,118.54,133.48,170.46,252.25,226.06,117.05,186.19
5/9/2018,1.0325,214.62,107.71,164.86,180.07,243.72,138.68,206.85,238.36,105.95,163.13,201.28,328.48,1.1012,177.01,112.02,142.98,118.18,132.75,170.26,249.3,225.13,117.23,185.42
6/9/2018,1.0333,212.46,107.4,164,179.16,242.94,138.7,206.24,237.04,106.04,162.55,201.29,325.38,1.0996,176.11,112.02,142.21,118.18,132.38,169.79,247.72,223.73,117.61,185.2
7/9/2018,1.0312,212.45,107.4,163.38,177.34,242.4,138.42,205.59,235.36,105.94,161.4,201.2,324.97,1.0973,175.53,112.02,141.77,117.82,132.01,169.32,246.89,223.15,117.1,184.7
8/9/2018,1.0312,212.45,107.4,163.38,177.34,242.4,138.42,205.59,235.36,105.94,161.4,201.2,324.97,1.0973,175.53,112.02,141.77,117.82,132.01,169.32,246.89,223.15,117.1,184.7
9/9/2018,1.0312,212.45,107.4,163.38,177.34,242.4,138.42,205.59,235.36,105.94,161.4,201.2,324.97,1.0973,175.53,112.02,141.77,117.82,132.01,169.32,246.89,223.15,117.1,184.7
10/9/2018,1.0318,209.71,106.92,161.86,177.73,242.65,138.57,205.2,233.47,105.57,161.86,201.21,320.9,1.0983,175.03,112.02,141.32,117.71,131.81,169.67,246.05,224.62,117.26,184.48
11/9/2018,1.0306,208.03,106.72,160.41,178.26,243.57,138.43,204.61,232.53,105.47,161.68,201.17,318.04,1.0982,174.49,112.02,140.98,117.44,131.53,170.04,245.32,224.41,116.93,184.05
12/9/2018,1.0315,206.99,106.57,160.09,177.18,243.71,139.05,204.69,233.22,105.56,162.21,201.8,316.37,1.0997,174.48,112.02,141.05,117.61,131.62,170.49,245.24,226.47,117.25,184.17
13/9/2018,1.0323,210.47,107.26,163.68,177.54,245.09,139.76,206.12,233.33,105.65,163.88,202.74,323.91,1.1031,176.14,112.02,142.5,118.04,132.43,171.41,247.81,226.75,117.41,184.99
14/9/2018,1.0318,213.16,107.54,165.02,179.79,245.6,140.02,206.94,236.93,105.74,164.38,203.02,327.19,1.1043,177.23,112.02,143.43,118.13,132.79,171.77,249.66,227.31,117.19,185.37
15/9/2018,1.0318,213.16,107.54,165.02,179.79,245.6,140.02,206.94,236.93,105.74,164.38,203.02,327.19,1.1043,177.23,112.02,143.43,118.13,132.79,171.77,249.66,227.31,117.19,185.37
16/9/2018,1.0318,213.16,107.54,165.02,179.79,245.6,140.02,206.94,236.93,105.74,164.38,203.02,327.19,1.1043,177.23,112.02,143.43,118.13,132.79,171.77,249.66,227.31,117.19,185.37
17/9/2018,1.0313,210.91,107.17,163.11,179.75,244.06,140.05,206.26,234.53,105.55,164.05,202.69,323.44,1.1022,176.41,112.02,142.56,118.02,132.41,171.57,248.26,227.84,117.34,185.01
18/9/2018,1.0312,211.53,107.39,164,182.52,245.3,141.19,206.73,233.57,105.55,165.54,204.04,325.96,1.1049,177.1,112.02,143.32,118.1,132.67,172.21,249.43,228.34,117.13,185.2
19/9/2018,1.0305,214.15,107.81,165.99,185.59,245.25,141.51,207.6,235.94,105.55,166.38,204.32,330.35,1.1065,178.25,112.02,144.51,118.28,133.21,172.29,251.3,228.61,116.91,185.59
20/9/2018,1.0324,214.61,107.89,166.64,185.6,247.28,142.9,208.5,237.06,105.64,168.12,206.08,331.12,1.1117,179.22,112.02,145.18,118.62,133.66,173.85,252.74,231.6,117.28,186.18
21/9/2018,1.0327,218.08,108.48,169.74,186.08,246.65,142.7,209.1,238.39,105.36,168.33,205.68,337.05,1.1111,180.18,112.02,145.94,118.62,133.93,173.66,254.11,232.17,117.03,186.33
22/9/2018,1.0327,218.08,108.48,169.74,186.08,246.65,142.7,209.1,238.39,105.36,168.33,205.68,337.05,1.1111,180.18,112.02,145.94,118.62,133.93,173.66,254.11,232.17,117.03,186.33
23/9/2018,1.0327,218.08,108.48,169.74,186.08,246.65,142.7,209.1,238.39,105.36,168.33,205.68,337.05,1.1111,180.18,112.02,145.94,118.62,133.93,173.66,254.11,232.17,117.03,186.33
24/9/2018,1.0308,215.3,107.83,166.8,186,246.01,141.78,208.21,236.66,105.36,167.07,204.46,331.68,1.1086,179.09,112.02,145.07,118.34,133.37,172.9,252.46,231.85,116.93,185.83
25/9/2018,1.0308,215.3,107.83,166.8,186,246.01,141.78,208.21,236.66,105.36,167.07,204.46,331.68,1.1086,179.09,112.02,145.07,118.34,133.37,172.9,252.46,231.85,116.93,185.83
26/9/2018,1.0314,216.87,108.22,168.86,188.35,245.24,141.99,208.8,237.66,105.35,168.26,204.1,334.84,1.1086,179.86,112.02,146.08,118.68,133.99,172.14,253.75,232.89,116.84,186.13
27/9/2018,1.0316,216.92,108.14,168.2,185.36,245.57,142.5,208.44,237.57,105.44,167.89,205.12,333.81,1.1089,179.49,112.02,145.48,118.32,133.53,171.86,253.12,231.96,116.57,185.9
28/9/2018,1.0309,216.95,108.2,168.69,186.6,246.12,142,208.33,237.67,105.72,166.97,204.87,334.14,1.1079,179.37,112.09,145.64,118.31,133.53,171.94,253.06,229.32,116.38,185.84
29/9/2018,1.0309,216.95,108.2,168.69,186.6,246.12,142,208.33,237.67,105.72,166.97,204.87,334.14,1.1079,179.37,112.09,145.64,118.31,133.53,171.94,253.06,229.32,116.38,185.84
30/9/2018,1.0309,216.95,108.2,168.69,186.6,246.12,142,208.33,237.67,105.72,166.97,204.87,334.14,1.1079,179.37,112.09,145.64,118.31,133.53,171.94,253.06,229.32,116.38,185.84
1/10/2018,1.0309,216.95,108.2,168.69,186.6,246.12,142,208.33,237.67,105.72,166.97,204.87,334.14,1.1079,179.37,112.09,145.64,118.31,133.53,171.94,253.06,229.32,116.38,185.84
2/10/2018,1.0302,212.36,107.56,164.89,187.47,246.86,143.04,207.01,234.48,105.62,165.84,206.79,326.52,1.1076,177.8,112.09,144.42,117.85,132.87,171.73,250.78,227.82,116.29,185.09
3/10/2018,1.0286,212.36,107.64,164.69,184.52,247.65,143.48,206.77,233.54,105.52,165.56,207.56,326.44,1.107,177.7,112.09,144.24,117.58,132.59,172,250.56,228.9,115.85,184.84
4/10/2018,1.0245,208.7,106.98,162.16,185.03,245.26,142.06,205.04,229.45,104.79,163.48,205.76,321.23,1.0995,175.81,112.09,142.69,117.05,131.67,170.79,247.71,226.09,115.47,183.68
5/10/2018,1.0215,207.39,106.87,161.83,184.12,243.75,141.43,204.23,227.1,104.6,162.62,204.84,320.46,1.0942,174.95,112.09,141.91,116.6,131.12,169.68,246.37,223.83,115.23,183.14
6/10/2018,1.0215,207.39,106.87,161.83,184.12,243.75,141.43,204.23,227.1,104.6,162.62,204.84,320.46,1.0942,174.95,112.09,141.91,116.6,131.12,169.68,246.37,223.83,115.23,183.14
